City,Cuisine Style,count
Stockholm,Indian,2
Stockholm,Indian,1
Stockholm,Indonesian,2
Stockholm,International,51
Stockholm,International,13
Stockholm,Irish,1
Stockholm,Israeli,1
Stockholm,Italian,8
Stockholm,Italian,3
Stockholm,Jamaican,2
Stockholm,Japanese,18
Stockholm,Japanese,3
Stockholm,Korean,9
Stockholm,Korean,11
Stockholm,Latin,13
Stockholm,Lebanese,1
Stockholm,Malaysian,2
Stockholm,Mediterranean,72
Stockholm,Mediterranean,23
Stockholm,Mexican,2
Stockholm,Middle Eastern,29
Stockholm,Middle Eastern,6
Stockholm,Mongolian,2
Stockholm,Mongolian,2
Stockholm,New Zealand,1
Stockholm,New Zealand,1
Stockholm,Pakistani,6
Stockholm,Pakistani,1
Stockholm,Persian,4
Stockholm,Persian,4
Stockholm,Peruvian,2
Stockholm,Pizza,58
Stockholm,Pizza,11
Stockholm,Pub,94
Stockholm,Pub,36
Stockholm,Russian,1
