City,Cuisine Style,count
Zurich,International,12
Zurich,Irish,3
Zurich,Israeli,1
Zurich,Italian,194
Zurich,Italian,28
Zurich,Japanese,38
Zurich,Japanese,3
Zurich,Korean,2
Zurich,Lebanese,15
Zurich,Mediterranean,44
Zurich,Mediterranean,4
Zurich,Mexican,15
Zurich,Mexican,4
Zurich,Middle Eastern,5
Zurich,Middle Eastern,2
Zurich,Moroccan,3
Zurich,Pakistani,3
Zurich,Peruvian,2
Zurich,Pizza,3
Zurich,Pizza,12
Zurich,Pub,1
Zurich,Pub,2
Zurich,Seafood,8
Zurich,Seafood,1
Zurich,Soups,4
Zurich,South American,1
Zurich,Spanish,1
Zurich,Spanish,4
Zurich,Sri Lankan,1
Zurich,Steakhouse,13
Zurich,Steakhouse,2
Zurich,Street Food,1
Zurich,Sushi,5
Zurich,Sushi,1
Zurich,Swiss,219
