City,Cuisine Style,count
Geneva,Healthy,3
Geneva,Indian,1
Geneva,International,27
Geneva,International,6
Geneva,Irish,1
Geneva,Italian,13
Geneva,Italian,6
Geneva,Korean,6
Geneva,Kosher,1
Geneva,Latin,9
Geneva,Lebanese,3
Geneva,Lebanese,1
Geneva,Malaysian,1
Geneva,Mediterranean,172
Geneva,Mediterranean,45
Geneva,Mexican,1
Geneva,Middle Eastern,26
Geneva,Middle Eastern,1
Geneva,Moroccan,3
Geneva,Pakistani,1
Geneva,Persian,3
Geneva,Persian,2
Geneva,Peruvian,2
Geneva,Pizza,68
Geneva,Pizza,20
Geneva,Portuguese,9
Geneva,Portuguese,10
Geneva,Pub,22
Geneva,Pub,18
Geneva,Russian,1
Geneva,Scandinavian,2
Geneva,Seafood,10
Geneva,Seafood,6
Geneva,Singaporean,1
Geneva,Soups,6
