City,Cuisine Style,count
Madrid,Seafood,19
Madrid,Seafood,8
Madrid,Singaporean,3
Madrid,Soups,14
Madrid,Soups,14
Madrid,South American,50
Madrid,South American,136
Madrid,Spanish,1047
Madrid,Spanish,730
Madrid,Steakhouse,23
Madrid,Steakhouse,8
Madrid,Street Food,15
Madrid,Street Food,14
Madrid,Sushi,93
Madrid,Sushi,37
Madrid,Swedish,1
Madrid,Taiwanese,4
Madrid,Taiwanese,3
Madrid,Thai,43
Madrid,Thai,9
Madrid,Tibetan,1
Madrid,Tunisian,1
Madrid,Turkish,6
Madrid,Turkish,6
Madrid,Ukrainian,2
Madrid,Ukrainian,1
Madrid,Vegan Options,339
Madrid,Vegan Options,252
Madrid,Vegetarian Friendly,742
Madrid,Vegetarian Friendly,547
Madrid,Venezuelan,36
Madrid,Venezuelan,3
Madrid,Vietnamese,14
Madrid,Vietnamese,3
Madrid,Welsh,1
