City,Cuisine Style,count
Krakow,Middle Eastern,1
Krakow,Middle Eastern,1
Krakow,Nepali,1
Krakow,New Zealand,1
Krakow,Pizza,7
Krakow,Pizza,16
Krakow,Polish,349
Krakow,Polish,5
Krakow,Pub,4
Krakow,Pub,11
Krakow,Seafood,3
Krakow,Seafood,1
Krakow,Soups,2
Krakow,Steakhouse,8
Krakow,Steakhouse,2
Krakow,Sushi,1
Krakow,Thai,1
Krakow,Turkish,1
Krakow,Turkish,1
Krakow,Vegetarian Friendly,3
Krakow,Vegetarian Friendly,4
Krakow,Vietnamese,3
Krakow,Wine Bar,1
Krakow,American,20
Krakow,American,2
Krakow,Arabic,2
Krakow,Argentinean,3
Krakow,Asian,34
Krakow,Asian,5
Krakow,Azerbaijani,1
Krakow,Balti,1
Krakow,Bar,73
Krakow,Bar,4
Krakow,Barbecue,8
Krakow,Barbecue,2
