City,Cuisine Style,count
Munich,Malaysian,1
Munich,Mediterranean,236
Munich,Mediterranean,48
Munich,Mexican,6
Munich,Middle Eastern,32
Munich,Middle Eastern,7
Munich,Minority Chinese,1
Munich,Minority Chinese,2
Munich,Mongolian,3
Munich,Moroccan,1
Munich,Nepali,1
Munich,Pakistani,1
Munich,Pakistani,1
Munich,Persian,3
Munich,Persian,1
Munich,Pizza,110
Munich,Pizza,30
Munich,Polynesian,1
Munich,Portuguese,1
Munich,Portuguese,4
Munich,Pub,58
Munich,Pub,26
Munich,Romanian,1
Munich,Russian,1
Munich,Seafood,65
Munich,Seafood,17
Munich,Soups,15
Munich,Soups,4
Munich,South American,11
Munich,South American,5
Munich,Southwestern,3
Munich,Spanish,25
Munich,Spanish,8
Munich,Steakhouse,2
Munich,Steakhouse,1
