City,Cuisine Style,count
Stockholm,Contemporary,1
Stockholm,Contemporary,2
Stockholm,Delicatessen,2
Stockholm,Diner,2
Stockholm,Eastern European,1
Stockholm,European,293
Stockholm,European,17
Stockholm,Fast Food,9
Stockholm,Fast Food,6
Stockholm,French,41
Stockholm,French,8
Stockholm,Fusion,1
Stockholm,Gastropub,1
Stockholm,Georgian,1
Stockholm,German,7
Stockholm,Gluten Free Options,1
Stockholm,Greek,4
Stockholm,Greek,5
Stockholm,Grill,3
Stockholm,Healthy,3
Stockholm,Healthy,4
Stockholm,Indian,42
Stockholm,Indian,33
Stockholm,International,29
Stockholm,International,16
Stockholm,Irish,5
Stockholm,Italian,118
Stockholm,Italian,41
Stockholm,Japanese,84
Stockholm,Japanese,11
Stockholm,Latin,8
Stockholm,Lebanese,21
Stockholm,Mediterranean,33
Stockholm,Mediterranean,2
Stockholm,Mexican,21
