City,Cuisine Style,count
Paris,Cajun & Creole,2
Paris,Cajun & Creole,14
Paris,Cambodian,1
Paris,Canadian,1
Paris,Canadian,1
Paris,Caribbean,18
Paris,Caribbean,11
Paris,Central American,1
Paris,Central Asian,1
Paris,Chinese,264
Paris,Chinese,158
Paris,Contemporary,9
Paris,Contemporary,12
Paris,Cuban,1
Paris,Delicatessen,6
Paris,Delicatessen,23
Paris,Diner,7
Paris,Diner,2
Paris,Eastern European,2
Paris,European,95
Paris,European,31
Paris,Fast Food,71
Paris,Fast Food,48
Paris,French,3438
Paris,French,1511
Paris,Fusion,13
Paris,Fusion,7
Paris,Gastropub,16
Paris,Gastropub,8
Paris,German,3
Paris,German,2
Paris,Gluten Free Options,1
Paris,Greek,4
Paris,Greek,20
Paris,Grill,9
