City,Cuisine Style,count
Barcelona,German,4
Barcelona,German,1
Barcelona,Gluten Free Options,57
Barcelona,Gluten Free Options,842
Barcelona,Greek,9
Barcelona,Greek,8
Barcelona,Grill,29
Barcelona,Grill,23
Barcelona,Halal,21
Barcelona,Halal,36
Barcelona,Hawaiian,3
Barcelona,Healthy,124
Barcelona,Healthy,44
Barcelona,Hungarian,1
Barcelona,Indian,8
Barcelona,Indian,1
Barcelona,Indonesian,6
Barcelona,International,141
Barcelona,International,9
Barcelona,Irish,2
Barcelona,Irish,1
Barcelona,Israeli,6
Barcelona,Italian,38
Barcelona,Italian,22
Barcelona,Jamaican,1
Barcelona,Japanese,36
Barcelona,Japanese,9
Barcelona,Korean,13
Barcelona,Korean,7
Barcelona,Kosher,3
Barcelona,Latin,90
Barcelona,Latin,3
Barcelona,Lebanese,7
Barcelona,Lebanese,1
Barcelona,Malaysian,1
