City,Cuisine Style,count
Madrid,Sushi,13
Madrid,Sushi,15
Madrid,Swiss,1
Madrid,Thai,5
Madrid,Thai,4
Madrid,Turkish,4
Madrid,Turkish,14
Madrid,Vegan Options,5
Madrid,Vegetarian Friendly,24
Madrid,Vegetarian Friendly,53
Madrid,Venezuelan,6
Madrid,Venezuelan,1
Madrid,Vietnamese,4
Madrid,Wine Bar,2
Madrid,Wine Bar,4
Madrid,Afghani,3
Madrid,African,1
Madrid,Albanian,1
Madrid,American,39
Madrid,American,11
Madrid,Arabic,2
Madrid,Argentinean,49
Madrid,Argentinean,9
Madrid,Armenian,1
Madrid,Asian,166
Madrid,Asian,64
Madrid,Balti,1
Madrid,Bangladeshi,2
Madrid,Bar,82
Madrid,Bar,6
Madrid,Barbecue,56
Madrid,Barbecue,16
Madrid,Belgian,2
Madrid,Brazilian,8
Madrid,Brew Pub,13
