City,Cuisine Style,count
London,Halal,340
London,Halal,524
London,Hawaiian,6
London,Hawaiian,5
London,Healthy,163
London,Healthy,51
London,Hungarian,3
London,Hungarian,1
London,Indian,66
London,Indian,11
London,Indonesian,18
London,Indonesian,3
London,International,244
London,International,43
London,Irish,6
London,Israeli,25
London,Israeli,4
London,Italian,115
London,Italian,59
London,Jamaican,32
London,Jamaican,27
London,Japanese,67
London,Japanese,9
London,Korean,47
London,Korean,29
London,Kosher,9
London,Kosher,14
London,Latin,79
London,Latin,4
London,Latvian,1
London,Lebanese,30
London,Lebanese,3
London,Malaysian,44
London,Malaysian,18
London,Mediterranean,923
