City,Cuisine Style,count
Zurich,Swiss,3
Zurich,Thai,2
Zurich,Thai,10
Zurich,Turkish,2
Zurich,Turkish,3
Zurich,Vegetarian Friendly,3
Zurich,Vegetarian Friendly,8
Zurich,Vietnamese,1
Zurich,Vietnamese,1
Zurich,Wine Bar,2
Zurich,Wine Bar,1
Zurich,African,1
Zurich,American,12
Zurich,Arabic,1
Zurich,Argentinean,6
Zurich,Argentinean,2
Zurich,Asian,102
Zurich,Asian,16
Zurich,Australian,1
Zurich,Balti,1
Zurich,Bangladeshi,1
Zurich,Bar,56
Zurich,Bar,9
Zurich,Barbecue,20
Zurich,Belgian,1
Zurich,British,6
Zurich,British,2
Zurich,Cafe,32
Zurich,Cafe,7
Zurich,Cambodian,1
Zurich,Central American,5
Zurich,Central American,1
Zurich,Central Asian,1
Zurich,Central European,160
Zurich,Central European,39
