City,Cuisine Style,count
London,Barbecue,169
London,Barbecue,25
London,Belgian,4
London,Brazilian,18
London,Brazilian,1
London,Brew Pub,30
London,Brew Pub,7
London,British,2431
London,British,455
London,Burmese,3
London,Burmese,1
London,Cafe,306
London,Cafe,55
London,Cajun & Creole,7
London,Cajun & Creole,2
London,Cambodian,1
London,Canadian,2
London,Caribbean,24
London,Caribbean,4
London,Central American,46
London,Central American,13
London,Central Asian,4
London,Central European,32
London,Central European,20
London,Chilean,1
London,Chinese,37
London,Chinese,14
London,Colombian,10
London,Colombian,7
London,Contemporary,134
London,Contemporary,38
London,Croatian,1
London,Cuban,8
London,Cuban,1
London,Czech,1
