City,Cuisine Style,count
Paris,Grill,2
Paris,Halal,1
Paris,Hawaiian,1
Paris,Healthy,14
Paris,Healthy,9
Paris,Indian,130
Paris,Indian,91
Paris,International,14
Paris,International,32
Paris,Irish,11
Paris,Irish,1
Paris,Israeli,2
Paris,Israeli,3
Paris,Italian,907
Paris,Italian,326
Paris,Japanese,386
Paris,Japanese,247
Paris,Korean,4
Paris,Korean,1
Paris,Kosher,6
Paris,Latin,21
Paris,Latin,1
Paris,Lebanese,165
Paris,Mediterranean,96
Paris,Mediterranean,19
Paris,Mexican,53
Paris,Mexican,16
Paris,Middle Eastern,22
Paris,Middle Eastern,19
Paris,Moroccan,107
Paris,Moroccan,3
Paris,Persian,1
Paris,Peruvian,19
Paris,Pizza,28
Paris,Pizza,78
