City,Cuisine Style,count
Brussels,Russian,1
Brussels,Scandinavian,2
Brussels,Seafood,43
Brussels,Seafood,6
Brussels,Soups,38
Brussels,Soups,23
Brussels,South American,6
Brussels,South American,12
Brussels,Spanish,19
Brussels,Spanish,10
Brussels,Steakhouse,11
Brussels,Steakhouse,2
Brussels,Street Food,9
Brussels,Street Food,9
Brussels,Sushi,31
Brussels,Sushi,10
Brussels,Taiwanese,2
Brussels,Thai,56
Brussels,Thai,21
Brussels,Tibetan,1
Brussels,Tibetan,2
Brussels,Tunisian,3
Brussels,Tunisian,1
Brussels,Turkish,8
Brussels,Turkish,6
Brussels,Vegan Options,77
Brussels,Vegan Options,155
Brussels,Vegetarian Friendly,258
Brussels,Vegetarian Friendly,385
Brussels,Vietnamese,38
Brussels,Vietnamese,18
Brussels,Wine Bar,17
Brussels,Wine Bar,19
Budapest,African,1
Budapest,American,87
