City,Cuisine Style,count
Lyon,Pub,35
Lyon,Pub,35
Lyon,Russian,2
Lyon,Russian,1
Lyon,Scandinavian,1
Lyon,Seafood,8
Lyon,Seafood,12
Lyon,Soups,5
Lyon,Soups,6
Lyon,South American,4
Lyon,South American,9
Lyon,Spanish,10
Lyon,Spanish,15
Lyon,Steakhouse,13
Lyon,Steakhouse,3
Lyon,Street Food,6
Lyon,Street Food,11
Lyon,Sushi,12
Lyon,Sushi,26
Lyon,Taiwanese,1
Lyon,Thai,9
Lyon,Thai,5
Lyon,Tibetan,1
Lyon,Tunisian,1
Lyon,Tunisian,7
Lyon,Turkish,1
Lyon,Turkish,1
Lyon,Vegan Options,12
Lyon,Vegan Options,39
Lyon,Vegetarian Friendly,49
Lyon,Vegetarian Friendly,148
Lyon,Venezuelan,1
Lyon,Vietnamese,14
Lyon,Vietnamese,16
Lyon,Welsh,1
