City,Cuisine Style,count
Warsaw,Israeli,10
Warsaw,Israeli,4
Warsaw,Italian,19
Warsaw,Italian,7
Warsaw,Japanese,10
Warsaw,Japanese,4
Warsaw,Korean,6
Warsaw,Korean,8
Warsaw,Kosher,2
Warsaw,Kosher,3
Warsaw,Latin,10
Warsaw,Latin,1
Warsaw,Lebanese,2
Warsaw,Malaysian,1
Warsaw,Mediterranean,95
Warsaw,Mediterranean,50
Warsaw,Mexican,2
Warsaw,Middle Eastern,27
Warsaw,Moroccan,1
Warsaw,Nepali,4
Warsaw,Nepali,4
Warsaw,Pakistani,1
Warsaw,Pizza,54
Warsaw,Pizza,21
Warsaw,Polish,86
Warsaw,Polish,7
Warsaw,Portuguese,1
Warsaw,Pub,62
Warsaw,Pub,41
Warsaw,Romanian,1
Warsaw,Russian,2
Warsaw,Russian,1
Warsaw,Scandinavian,1
Warsaw,Seafood,11
Warsaw,Seafood,1
Warsaw,Soups,32
