City,Cuisine Style,count
Amsterdam,French,20
Amsterdam,Fusion,4
Amsterdam,Georgian,1
Amsterdam,German,3
Amsterdam,Greek,4
Amsterdam,Greek,3
Amsterdam,Grill,9
Amsterdam,Grill,1
Amsterdam,Halal,1
Amsterdam,Hawaiian,1
Amsterdam,Healthy,13
Amsterdam,Healthy,4
Amsterdam,Indian,56
Amsterdam,Indian,12
Amsterdam,Indonesian,12
Amsterdam,Indonesian,1
Amsterdam,International,58
Amsterdam,International,38
Amsterdam,Irish,6
Amsterdam,Italian,288
Amsterdam,Italian,40
Amsterdam,Japanese,74
Amsterdam,Japanese,7
Amsterdam,Korean,1
Amsterdam,Latin,6
Amsterdam,Lebanese,13
Amsterdam,Mediterranean,86
Amsterdam,Mediterranean,16
Amsterdam,Mexican,30
Amsterdam,Mexican,5
Amsterdam,Middle Eastern,13
Amsterdam,Middle Eastern,4
Amsterdam,Moroccan,10
Amsterdam,Moroccan,1
Amsterdam,New Zealand,2
