City,Cuisine Style,count
Paris,Pub,238
Paris,Romanian,1
Paris,Russian,8
Paris,Russian,3
Paris,Scandinavian,3
Paris,Scandinavian,6
Paris,Scottish,2
Paris,Seafood,96
Paris,Seafood,32
Paris,Singaporean,1
Paris,Soups,67
Paris,Soups,60
Paris,South American,29
Paris,South American,52
Paris,Southwestern,1
Paris,Spanish,46
Paris,Spanish,66
Paris,Sri Lankan,4
Paris,Sri Lankan,3
Paris,Steakhouse,51
Paris,Steakhouse,13
Paris,Street Food,39
Paris,Street Food,49
Paris,Sushi,105
Paris,Sushi,185
Paris,Swedish,3
Paris,Swiss,4
Paris,Taiwanese,5
Paris,Taiwanese,7
Paris,Thai,155
Paris,Thai,58
Paris,Tibetan,15
Paris,Tibetan,3
Paris,Tunisian,20
Paris,Tunisian,23
