City,Cuisine Style,count
Ljubljana,Irish,1
Ljubljana,Italian,3
Ljubljana,Italian,2
Ljubljana,Japanese,2
Ljubljana,Korean,1
Ljubljana,Latin,3
Ljubljana,Mediterranean,53
Ljubljana,Mediterranean,8
Ljubljana,Mexican,2
Ljubljana,Middle Eastern,3
Ljubljana,Middle Eastern,2
Ljubljana,Native American,1
Ljubljana,Nepali,1
Ljubljana,Persian,1
Ljubljana,Pizza,33
Ljubljana,Pizza,4
Ljubljana,Pub,20
Ljubljana,Pub,8
Ljubljana,Russian,1
Ljubljana,Seafood,9
Ljubljana,Slovenian,99
Ljubljana,Slovenian,45
Ljubljana,Soups,13
Ljubljana,Soups,1
Ljubljana,South American,1
Ljubljana,South American,1
Ljubljana,Spanish,3
Ljubljana,Steakhouse,1
Ljubljana,Steakhouse,1
Ljubljana,Street Food,6
Ljubljana,Sushi,6
Ljubljana,Thai,7
Ljubljana,Turkish,2
Ljubljana,Turkish,1
Ljubljana,Vegan Options,34
