City,Cuisine Style,count
Dublin,Chinese,5
Dublin,Contemporary,35
Dublin,Contemporary,8
Dublin,Croatian,1
Dublin,Czech,1
Dublin,Delicatessen,12
Dublin,Delicatessen,5
Dublin,Diner,4
Dublin,Diner,8
Dublin,Eastern European,4
Dublin,Eastern European,1
Dublin,Ecuadorean,1
Dublin,Egyptian,1
Dublin,Ethiopian,1
Dublin,European,490
Dublin,European,93
Dublin,Fast Food,63
Dublin,Fast Food,30
Dublin,French,7
Dublin,French,2
Dublin,Fusion,19
Dublin,Fusion,9
Dublin,Gastropub,38
Dublin,Gastropub,18
Dublin,Gluten Free Options,87
Dublin,Gluten Free Options,458
Dublin,Greek,3
Dublin,Grill,13
Dublin,Grill,2
Dublin,Halal,13
Dublin,Halal,14
Dublin,Hawaiian,1
Dublin,Healthy,36
Dublin,Healthy,11
Dublin,Hungarian,1
Dublin,Indian,5
