City,Cuisine Style,count
Berlin,African,4
Berlin,American,115
Berlin,American,21
Berlin,Arabic,3
Berlin,Argentinean,4
Berlin,Asian,227
Berlin,Asian,25
Berlin,Australian,1
Berlin,Australian,1
Berlin,Austrian,17
Berlin,Bar,103
Berlin,Bar,9
Berlin,Barbecue,11
Berlin,Barbecue,5
Berlin,Belgian,1
Berlin,Brazilian,2
Berlin,Brew Pub,2
Berlin,British,1
Berlin,British,1
Berlin,Cafe,114
Berlin,Cafe,54
Berlin,Cajun & Creole,1
Berlin,Caribbean,6
Berlin,Caribbean,1
Berlin,Central European,5
Berlin,Chilean,2
Berlin,Chinese,68
Berlin,Chinese,45
Berlin,Contemporary,6
Berlin,Contemporary,11
Berlin,Delicatessen,2
Berlin,Delicatessen,6
Berlin,Diner,6
Berlin,Diner,7
Berlin,Dutch,1
Berlin,Eastern European,5
