City,Cuisine Style,count
Oporto,Middle Eastern,3
Oporto,Pizza,25
Oporto,Pizza,5
Oporto,Portuguese,323
Oporto,Portuguese,438
Oporto,Pub,27
Oporto,Pub,16
Oporto,Seafood,5
Oporto,Seafood,2
Oporto,Soups,16
Oporto,Soups,17
Oporto,South American,2
Oporto,South American,15
Oporto,Southwestern,1
Oporto,Spanish,34
Oporto,Spanish,16
Oporto,Steakhouse,1
Oporto,Street Food,1
Oporto,Street Food,3
Oporto,Sushi,35
Oporto,Sushi,4
Oporto,Taiwanese,1
Oporto,Thai,1
Oporto,Turkish,1
Oporto,Vegan Options,66
Oporto,Vegan Options,72
Oporto,Vegetarian Friendly,152
Oporto,Vegetarian Friendly,125
Oporto,Venezuelan,1
Oporto,Wine Bar,25
Oporto,Wine Bar,27
Oslo,African,1
Oslo,American,41
Oslo,American,6
Oslo,Asian,45
