City,Cuisine Style,count
Oporto,Seafood,33
Oporto,Seafood,3
Oporto,Spanish,3
Oporto,Spanish,7
Oporto,Steakhouse,23
Oporto,Steakhouse,2
Oporto,Street Food,1
Oporto,Sushi,2
Oporto,Sushi,5
Oporto,Vegetarian Friendly,4
Oporto,Vegetarian Friendly,9
Oporto,Venezuelan,1
Oporto,Wine Bar,2
Oporto,Wine Bar,4
Oporto,African,2
Oporto,Albanian,1
Oporto,American,2
Oporto,American,1
Oporto,Argentinean,3
Oporto,Asian,27
Oporto,Asian,10
Oporto,Bar,20
Oporto,Barbecue,22
Oporto,Barbecue,3
Oporto,Belgian,1
Oporto,Brazilian,4
Oporto,Brazilian,1
Oporto,Brew Pub,1
Oporto,British,1
Oporto,Cafe,25
Oporto,Cafe,5
Oporto,Central European,1
Oporto,Central European,3
Oporto,Chinese,1
Oporto,Contemporary,46
Oporto,Contemporary,5
