City,Cuisine Style,count
Hamburg,Cajun & Creole,1
Hamburg,Cajun & Creole,1
Hamburg,Canadian,1
Hamburg,Central American,7
Hamburg,Central American,1
Hamburg,Central European,128
Hamburg,Central European,37
Hamburg,Chilean,1
Hamburg,Chinese,5
Hamburg,Colombian,2
Hamburg,Contemporary,8
Hamburg,Contemporary,9
Hamburg,Croatian,1
Hamburg,Croatian,3
Hamburg,Cuban,2
Hamburg,Danish,1
Hamburg,Delicatessen,9
Hamburg,Delicatessen,6
Hamburg,Diner,16
Hamburg,Diner,18
Hamburg,Eastern European,2
Hamburg,Ethiopian,1
Hamburg,European,308
Hamburg,European,44
Hamburg,Fast Food,22
Hamburg,Fast Food,15
Hamburg,French,5
Hamburg,Fusion,12
Hamburg,Fusion,3
Hamburg,Gastropub,4
Hamburg,Gastropub,5
Hamburg,German,49
Hamburg,German,15
Hamburg,Gluten Free Options,70
Hamburg,Greek,16
