City,Cuisine Style,count
Milan,Pub,18
Milan,Russian,3
Milan,Russian,1
Milan,Seafood,46
Milan,Seafood,19
Milan,Soups,3
Milan,South American,5
Milan,Spanish,6
Milan,Steakhouse,16
Milan,Steakhouse,2
Milan,Street Food,5
Milan,Street Food,1
Milan,Sushi,10
Milan,Sushi,5
Milan,Thai,1
Milan,Thai,1
Milan,Turkish,3
Milan,Turkish,18
Milan,Vegan Options,2
Milan,Vegan Options,7
Milan,Vegetarian Friendly,27
Milan,Vegetarian Friendly,55
Milan,Venezuelan,2
Milan,Vietnamese,2
Milan,Wine Bar,5
Milan,Wine Bar,18
Milan,African,2
Milan,American,51
Milan,American,7
Milan,Arabic,2
Milan,Arabic,3
Milan,Argentinean,10
Milan,Argentinean,3
Milan,Asian,176
Milan,Asian,34
