City,Cuisine Style,count
Munich,Bar,7
Munich,Barbecue,23
Munich,Barbecue,1
Munich,Brazilian,1
Munich,Brew Pub,5
Munich,Brew Pub,1
Munich,Cafe,50
Munich,Cafe,13
Munich,Cajun & Creole,1
Munich,Caribbean,2
Munich,Central American,11
Munich,Central American,2
Munich,Central Asian,1
Munich,Central European,183
Munich,Central European,49
Munich,Chinese,2
Munich,Chinese,2
Munich,Contemporary,15
Munich,Contemporary,2
Munich,Croatian,6
Munich,Croatian,5
Munich,Delicatessen,22
Munich,Delicatessen,8
Munich,Diner,24
Munich,Diner,8
Munich,Eastern European,2
Munich,Eastern European,4
Munich,Ethiopian,3
Munich,Ethiopian,1
Munich,European,490
Munich,European,58
Munich,Fast Food,27
Munich,Fast Food,6
Munich,French,11
Munich,Fusion,21
