City,Cuisine Style,count
Athens,Middle Eastern,2
Athens,Peruvian,1
Athens,Pizza,9
Athens,Pizza,5
Athens,Pub,1
Athens,Pub,5
Athens,Russian,1
Athens,Seafood,48
Athens,Seafood,5
Athens,Spanish,1
Athens,Steakhouse,30
Athens,Steakhouse,13
Athens,Sushi,3
Athens,Sushi,1
Athens,Swiss,1
Athens,Turkish,5
Athens,Vegan Options,2
Athens,Vegetarian Friendly,1
Athens,Vegetarian Friendly,1
Athens,Wine Bar,4
Athens,Wine Bar,5
Athens,African,1
Athens,American,9
Athens,American,2
Athens,Arabic,3
Athens,Arabic,3
Athens,Argentinean,1
Athens,Armenian,2
Athens,Armenian,2
Athens,Asian,31
Athens,Asian,12
Athens,Azerbaijani,1
Athens,Bangladeshi,1
Athens,Bangladeshi,2
Athens,Bar,44
