City,Cuisine Style,count
London,Canadian,1
London,Caribbean,73
London,Caribbean,25
London,Chinese,437
London,Chinese,171
London,Colombian,1
London,Contemporary,12
London,Contemporary,8
London,Cuban,2
London,Delicatessen,13
London,Delicatessen,15
London,Diner,4
London,Diner,5
London,Dutch,4
London,Eastern European,10
London,Eastern European,2
London,Ethiopian,1
London,European,506
London,European,52
London,Fast Food,345
London,Fast Food,104
London,Filipino,8
London,French,316
London,French,49
London,Fusion,12
London,Fusion,8
London,Gastropub,7
London,Gastropub,1
London,German,19
London,Gluten Free Options,1
London,Gluten Free Options,1
London,Greek,7
London,Greek,13
London,Grill,26
London,Grill,9
