City,Cuisine Style,count
Ljubljana,International,2
Ljubljana,Irish,1
Ljubljana,Italian,41
Ljubljana,Italian,6
Ljubljana,Japanese,6
Ljubljana,Lebanese,1
Ljubljana,Mediterranean,16
Ljubljana,Mediterranean,4
Ljubljana,Mexican,7
Ljubljana,Mexican,1
Ljubljana,Middle Eastern,1
Ljubljana,Pizza,12
Ljubljana,Pizza,7
Ljubljana,Pub,1
Ljubljana,Seafood,16
Ljubljana,Seafood,2
Ljubljana,Slovenian,6
Ljubljana,Slovenian,1
Ljubljana,Soups,1
Ljubljana,Spanish,1
Ljubljana,Steakhouse,8
Ljubljana,Thai,1
Ljubljana,Vegan Options,2
Ljubljana,Vegetarian Friendly,1
Ljubljana,Wine Bar,1
Ljubljana,Albanian,1
Ljubljana,American,6
Ljubljana,American,1
Ljubljana,Argentinean,1
Ljubljana,Asian,18
Ljubljana,Asian,6
Ljubljana,Bangladeshi,1
Ljubljana,Bar,15
Ljubljana,Bar,3
Ljubljana,Barbecue,17
