City,Cuisine Style,count
Amsterdam,Thai,3
Amsterdam,Tibetan,5
Amsterdam,Tunisian,2
Amsterdam,Turkish,29
Amsterdam,Turkish,4
Amsterdam,Vegan Options,268
Amsterdam,Vegan Options,255
Amsterdam,Vegetarian Friendly,675
Amsterdam,Vegetarian Friendly,612
Amsterdam,Vietnamese,19
Amsterdam,Vietnamese,4
Amsterdam,Wine Bar,12
Amsterdam,Wine Bar,6
Athens,African,2
Athens,American,31
Athens,American,6
Athens,Arabic,1
Athens,Arabic,1
Athens,Argentinean,1
Athens,Asian,6
Athens,Australian,1
Athens,Bar,69
Athens,Bar,1
Athens,Barbecue,3
Athens,Barbecue,5
Athens,Brazilian,2
Athens,Brew Pub,3
Athens,Cafe,68
Athens,Cafe,14
Athens,Caribbean,1
Athens,Chinese,13
Athens,Chinese,8
Athens,Contemporary,1
Athens,Contemporary,4
Athens,Delicatessen,1
Athens,Diner,3
