City,Cuisine Style,count
Barcelona,Central American,7
Barcelona,Central Asian,2
Barcelona,Central Asian,3
Barcelona,Central European,6
Barcelona,Central European,7
Barcelona,Chilean,3
Barcelona,Chilean,1
Barcelona,Chinese,7
Barcelona,Chinese,3
Barcelona,Colombian,8
Barcelona,Colombian,11
Barcelona,Contemporary,92
Barcelona,Contemporary,20
Barcelona,Croatian,1
Barcelona,Cuban,3
Barcelona,Cuban,7
Barcelona,Delicatessen,50
Barcelona,Delicatessen,28
Barcelona,Diner,7
Barcelona,Diner,23
Barcelona,Eastern European,6
Barcelona,Eastern European,5
Barcelona,Ecuadorean,2
Barcelona,Egyptian,2
Barcelona,Ethiopian,2
Barcelona,European,1389
Barcelona,European,189
Barcelona,Fast Food,141
Barcelona,Fast Food,33
Barcelona,Filipino,1
Barcelona,French,14
Barcelona,Fusion,150
Barcelona,Fusion,61
Barcelona,Gastropub,26
Barcelona,Gastropub,37
