City,Cuisine Style,count
Dublin,Singaporean,1
Dublin,Soups,32
Dublin,Soups,7
Dublin,South American,2
Dublin,South American,5
Dublin,Southwestern,1
Dublin,Spanish,19
Dublin,Spanish,1
Dublin,Steakhouse,5
Dublin,Street Food,5
Dublin,Street Food,4
Dublin,Sushi,39
Dublin,Sushi,2
Dublin,Swedish,1
Dublin,Thai,56
Dublin,Thai,22
Dublin,Tibetan,1
Dublin,Turkish,5
Dublin,Vegan Options,210
Dublin,Vegan Options,126
Dublin,Vegetarian Friendly,497
Dublin,Vegetarian Friendly,204
Dublin,Vietnamese,6
Dublin,Vietnamese,3
Dublin,Wine Bar,27
Dublin,Wine Bar,7
Edinburgh,African,3
Edinburgh,American,50
Edinburgh,American,6
Edinburgh,Asian,42
Edinburgh,Asian,1
Edinburgh,Australian,1
Edinburgh,Austrian,1
Edinburgh,Bangladeshi,3
Edinburgh,Bar,254
