City,Cuisine Style,count
Brussels,African,5
Brussels,American,12
Brussels,American,3
Brussels,Arabic,1
Brussels,Argentinean,7
Brussels,Armenian,1
Brussels,Asian,92
Brussels,Asian,39
Brussels,Balti,1
Brussels,Bangladeshi,2
Brussels,Bar,142
Brussels,Bar,8
Brussels,Barbecue,17
Brussels,Barbecue,6
Brussels,Belgian,288
Brussels,Belgian,22
Brussels,Brew Pub,21
Brussels,Brew Pub,5
Brussels,British,5
Brussels,British,7
Brussels,Cafe,42
Brussels,Cafe,3
Brussels,Cambodian,2
Brussels,Caribbean,1
Brussels,Caribbean,1
Brussels,Central American,2
Brussels,Central American,2
Brussels,Central European,8
Brussels,Central European,12
Brussels,Chilean,1
Brussels,Chinese,7
Brussels,Chinese,5
Brussels,Contemporary,19
Brussels,Contemporary,4
Brussels,Croatian,2
