City,Cuisine Style,count
Brussels,Delicatessen,3
Brussels,Diner,2
Brussels,Eastern European,1
Brussels,European,88
Brussels,European,20
Brussels,Fast Food,41
Brussels,Fast Food,7
Brussels,Filipino,1
Brussels,French,305
Brussels,French,63
Brussels,Fusion,1
Brussels,Fusion,2
Brussels,Gastropub,2
Brussels,Gastropub,1
Brussels,German,1
Brussels,Greek,4
Brussels,Greek,17
Brussels,Grill,5
Brussels,Grill,1
Brussels,Hawaiian,1
Brussels,Healthy,4
Brussels,Healthy,4
Brussels,Indian,38
Brussels,Indian,10
Brussels,International,10
Brussels,International,12
Brussels,Irish,5
Brussels,Italian,328
Brussels,Italian,99
Brussels,Japanese,57
Brussels,Japanese,14
Brussels,Korean,1
Brussels,Latin,4
Brussels,Lebanese,43
Brussels,Mediterranean,61
Brussels,Mediterranean,10
