City,Cuisine Style,count
Oslo,Turkish,8
Oslo,Turkish,2
Oslo,Vegan Options,86
Oslo,Vegan Options,70
Oslo,Vegetarian Friendly,208
Oslo,Vegetarian Friendly,105
Oslo,Vietnamese,14
Oslo,Vietnamese,3
Oslo,Wine Bar,9
Oslo,Wine Bar,2
Paris,Afghani,1
Paris,African,39
Paris,African,45
Paris,American,154
Paris,American,80
Paris,Arabic,1
Paris,Arabic,2
Paris,Argentinean,13
Paris,Asian,377
Paris,Asian,91
Paris,Australian,2
Paris,Bangladeshi,1
Paris,Bar,133
Paris,Bar,6
Paris,Barbecue,21
Paris,Barbecue,6
Paris,Belgian,9
Paris,Brazilian,21
Paris,Brazilian,7
Paris,Brew Pub,25
Paris,Brew Pub,2
Paris,British,1
Paris,British,4
Paris,Cafe,52
Paris,Cafe,38
