City,Cuisine Style,count
Amsterdam,Pakistani,6
Amsterdam,Pakistani,2
Amsterdam,Persian,5
Amsterdam,Persian,1
Amsterdam,Peruvian,1
Amsterdam,Pizza,137
Amsterdam,Pizza,25
Amsterdam,Portuguese,3
Amsterdam,Portuguese,7
Amsterdam,Pub,174
Amsterdam,Pub,104
Amsterdam,Romanian,1
Amsterdam,Scandinavian,3
Amsterdam,Scandinavian,1
Amsterdam,Seafood,82
Amsterdam,Seafood,11
Amsterdam,Singaporean,1
Amsterdam,Soups,34
Amsterdam,Soups,5
Amsterdam,South American,16
Amsterdam,South American,35
Amsterdam,Southwestern,4
Amsterdam,Spanish,51
Amsterdam,Spanish,18
Amsterdam,Steakhouse,28
Amsterdam,Steakhouse,5
Amsterdam,Street Food,17
Amsterdam,Street Food,5
Amsterdam,Sushi,61
Amsterdam,Sushi,17
Amsterdam,Swedish,2
Amsterdam,Swiss,3
Amsterdam,Swiss,2
Amsterdam,Taiwanese,1
Amsterdam,Thai,57
