City,Cuisine Style,count
Brussels,International,41
Brussels,International,11
Brussels,Irish,1
Brussels,Israeli,1
Brussels,Italian,16
Brussels,Italian,5
Brussels,Japanese,13
Brussels,Japanese,1
Brussels,Korean,2
Brussels,Korean,3
Brussels,Latin,7
Brussels,Latin,1
Brussels,Lebanese,2
Brussels,Mediterranean,223
Brussels,Mediterranean,89
Brussels,Mexican,1
Brussels,Middle Eastern,60
Brussels,Middle Eastern,12
Brussels,Moroccan,8
Brussels,Moroccan,1
Brussels,Native American,1
Brussels,Native American,1
Brussels,Nepali,1
Brussels,Pakistani,8
Brussels,Pakistani,7
Brussels,Persian,4
Brussels,Persian,2
Brussels,Pizza,95
Brussels,Pizza,43
Brussels,Portuguese,9
Brussels,Portuguese,14
Brussels,Pub,47
Brussels,Pub,76
Brussels,Romanian,1
Brussels,Romanian,1
