City,Cuisine Style,count
Madrid,Fast Food,98
Madrid,Fast Food,33
Madrid,French,4
Madrid,French,1
Madrid,Fujian,1
Madrid,Fusion,143
Madrid,Fusion,92
Madrid,Gastropub,12
Madrid,Gastropub,48
Madrid,Georgian,2
Madrid,Georgian,1
Madrid,German,6
Madrid,German,2
Madrid,Gluten Free Options,16
Madrid,Gluten Free Options,614
Madrid,Greek,11
Madrid,Greek,6
Madrid,Grill,27
Madrid,Grill,35
Madrid,Halal,8
Madrid,Halal,15
Madrid,Hawaiian,3
Madrid,Healthy,80
Madrid,Healthy,52
Madrid,Indian,6
Madrid,Indonesian,5
Madrid,Indonesian,1
Madrid,International,113
Madrid,International,36
Madrid,Irish,4
Madrid,Israeli,2
Madrid,Italian,25
Madrid,Italian,13
Madrid,Japanese,53
Madrid,Japanese,9
