City,Cuisine Style,count
Berlin,Taiwanese,1
Berlin,Taiwanese,2
Berlin,Thai,73
Berlin,Thai,22
Berlin,Tibetan,6
Berlin,Tibetan,1
Berlin,Turkish,57
Berlin,Turkish,15
Berlin,Ukrainian,2
Berlin,Ukrainian,1
Berlin,Vegan Options,225
Berlin,Vegan Options,399
Berlin,Vegetarian Friendly,698
Berlin,Vegetarian Friendly,959
Berlin,Vietnamese,132
Berlin,Vietnamese,55
Berlin,Wine Bar,37
Berlin,Wine Bar,23
Bratislava,African,1
Bratislava,American,16
Bratislava,American,1
Bratislava,Asian,8
Bratislava,Austrian,1
Bratislava,Bar,71
Bratislava,Barbecue,3
Bratislava,Belgian,1
Bratislava,Brew Pub,3
Bratislava,Cafe,24
Bratislava,Cafe,9
Bratislava,Central European,9
Bratislava,Central European,1
Bratislava,Chinese,6
Bratislava,Chinese,5
Bratislava,Contemporary,1
Bratislava,Contemporary,1
