City,Cuisine Style,count
London,Halal,7
London,Hawaiian,1
London,Healthy,33
London,Healthy,19
London,Indian,767
London,Indian,211
London,International,76
London,International,56
London,Irish,12
London,Irish,3
London,Israeli,2
London,Israeli,1
London,Italian,1358
London,Italian,190
London,Jamaican,1
London,Japanese,433
London,Japanese,33
London,Korean,5
London,Kosher,1
London,Kosher,2
London,Latin,32
London,Lebanese,213
London,Malaysian,7
London,Malaysian,1
London,Mediterranean,473
London,Mediterranean,41
London,Mexican,159
London,Mexican,37
London,Middle Eastern,115
London,Middle Eastern,26
London,Moroccan,28
London,Nepali,2
London,New Zealand,1
London,New Zealand,1
London,Pakistani,3
London,Pakistani,2
