City,Cuisine Style,count
Budapest,Russian,2
Budapest,Seafood,13
Budapest,Seafood,3
Budapest,Soups,3
Budapest,Soups,4
Budapest,South American,1
Budapest,South American,1
Budapest,Spanish,5
Budapest,Spanish,2
Budapest,Steakhouse,11
Budapest,Steakhouse,1
Budapest,Street Food,6
Budapest,Street Food,3
Budapest,Sushi,10
Budapest,Swiss,1
Budapest,Thai,2
Budapest,Thai,4
Budapest,Turkish,2
Budapest,Turkish,6
Budapest,Vegetarian Friendly,2
Budapest,Vegetarian Friendly,10
Budapest,Vietnamese,3
Budapest,Vietnamese,7
Budapest,Wine Bar,7
Budapest,Wine Bar,2
Budapest,Afghani,1
Budapest,American,29
Budapest,American,6
Budapest,Arabic,2
Budapest,Arabic,1
Budapest,Argentinean,2
Budapest,Asian,78
Budapest,Asian,19
Budapest,Austrian,2
Budapest,Austrian,1
