City,Cuisine Style,count
Vienna,Contemporary,12
Vienna,Croatian,12
Vienna,Croatian,6
Vienna,Cuban,1
Vienna,Cuban,2
Vienna,Czech,4
Vienna,Danish,1
Vienna,Delicatessen,25
Vienna,Delicatessen,3
Vienna,Diner,22
Vienna,Diner,19
Vienna,Eastern European,15
Vienna,Eastern European,3
Vienna,Ecuadorean,1
Vienna,Egyptian,2
Vienna,Egyptian,2
Vienna,Ethiopian,2
Vienna,European,824
Vienna,European,329
Vienna,Fast Food,41
Vienna,Fast Food,9
Vienna,French,4
Vienna,Fujian,1
Vienna,Fusion,44
Vienna,Fusion,12
Vienna,Gastropub,28
Vienna,Gastropub,27
Vienna,German,36
Vienna,German,5
Vienna,Gluten Free Options,14
Vienna,Gluten Free Options,236
Vienna,Greek,21
Vienna,Greek,5
Vienna,Grill,23
Vienna,Grill,7
