City,Cuisine Style,count
Vienna,Persian,3
Vienna,Peruvian,2
Vienna,Pizza,117
Vienna,Pizza,36
Vienna,Polish,2
Vienna,Portuguese,2
Vienna,Portuguese,5
Vienna,Pub,86
Vienna,Pub,47
Vienna,Romanian,1
Vienna,Russian,5
Vienna,Scandinavian,2
Vienna,Scottish,1
Vienna,Seafood,36
Vienna,Seafood,8
Vienna,Soups,30
Vienna,Soups,13
Vienna,South American,8
Vienna,South American,8
Vienna,Southwestern,3
Vienna,Spanish,16
Vienna,Spanish,10
Vienna,Sri Lankan,2
Vienna,Sri Lankan,3
Vienna,Steakhouse,10
Vienna,Steakhouse,2
Vienna,Street Food,5
Vienna,Street Food,6
Vienna,Sushi,70
Vienna,Sushi,12
Vienna,Swedish,1
Vienna,Swiss,2
Vienna,Taiwanese,2
Vienna,Taiwanese,3
Vienna,Thai,23
