City,Cuisine Style,count
Lyon,Cafe,28
Lyon,Cafe,12
Lyon,Cajun & Creole,1
Lyon,Cambodian,5
Lyon,Caribbean,1
Lyon,Central American,3
Lyon,Chilean,1
Lyon,Chinese,5
Lyon,Chinese,4
Lyon,Colombian,3
Lyon,Contemporary,9
Lyon,Contemporary,9
Lyon,Cuban,1
Lyon,Danish,1
Lyon,Delicatessen,8
Lyon,Delicatessen,10
Lyon,Diner,8
Lyon,Diner,6
Lyon,Eastern European,3
Lyon,Ethiopian,1
Lyon,European,110
Lyon,European,159
Lyon,Fast Food,21
Lyon,Fast Food,12
Lyon,French,26
Lyon,French,21
Lyon,Fusion,9
Lyon,Fusion,11
Lyon,Gastropub,14
Lyon,Gastropub,31
Lyon,Georgian,1
Lyon,Gluten Free Options,21
Lyon,Greek,2
Lyon,Greek,2
Lyon,Grill,5
