City,Cuisine Style,count
Luxembourg,Scandinavian,3
Luxembourg,Scandinavian,1
Luxembourg,Seafood,2
Luxembourg,Seafood,2
Luxembourg,Soups,7
Luxembourg,Soups,1
Luxembourg,South American,4
Luxembourg,South American,2
Luxembourg,Spanish,7
Luxembourg,Spanish,4
Luxembourg,Steakhouse,3
Luxembourg,Steakhouse,1
Luxembourg,Sushi,28
Luxembourg,Sushi,2
Luxembourg,Swedish,2
Luxembourg,Swiss,1
Luxembourg,Thai,9
Luxembourg,Thai,1
Luxembourg,Tibetan,3
Luxembourg,Tibetan,1
Luxembourg,Vegan Options,28
Luxembourg,Vegan Options,33
Luxembourg,Vegetarian Friendly,84
Luxembourg,Vegetarian Friendly,111
Luxembourg,Vietnamese,3
Luxembourg,Wine Bar,5
Luxembourg,Wine Bar,5
Luxembourg,Xinjiang,1
Lyon,African,3
Lyon,African,5
Lyon,American,21
Lyon,American,17
Lyon,Argentinean,1
Lyon,Asian,30
Lyon,Asian,14
