City,Cuisine Style,count
Berlin,Kosher,1
Berlin,Latin,13
Berlin,Latin,1
Berlin,Lebanese,44
Berlin,Lebanese,1
Berlin,Mediterranean,136
Berlin,Mediterranean,23
Berlin,Mexican,57
Berlin,Mexican,20
Berlin,Middle Eastern,18
Berlin,Middle Eastern,18
Berlin,Moroccan,4
Berlin,Persian,2
Berlin,Peruvian,8
Berlin,Pizza,17
Berlin,Pizza,56
Berlin,Polish,6
Berlin,Pub,6
Berlin,Pub,15
Berlin,Russian,3
Berlin,Russian,4
Berlin,Seafood,32
Berlin,Seafood,10
Berlin,Singaporean,1
Berlin,Soups,4
Berlin,Soups,3
Berlin,South American,1
Berlin,Spanish,9
Berlin,Spanish,18
Berlin,Sri Lankan,2
Berlin,Steakhouse,51
Berlin,Steakhouse,14
Berlin,Street Food,3
Berlin,Street Food,2
Berlin,Sushi,44
