City,Cuisine Style,count
Barcelona,Filipino,5
Barcelona,French,38
Barcelona,French,12
Barcelona,Fusion,10
Barcelona,Fusion,3
Barcelona,Gastropub,8
Barcelona,Gastropub,1
Barcelona,Georgian,1
Barcelona,German,14
Barcelona,German,4
Barcelona,Gluten Free Options,2
Barcelona,Greek,2
Barcelona,Greek,2
Barcelona,Grill,1
Barcelona,Grill,1
Barcelona,Halal,1
Barcelona,Hawaiian,1
Barcelona,Hawaiian,2
Barcelona,Healthy,17
Barcelona,Healthy,15
Barcelona,Hungarian,1
Barcelona,Indian,53
Barcelona,Indian,9
Barcelona,International,88
Barcelona,International,25
Barcelona,Irish,8
Barcelona,Israeli,1
Barcelona,Italian,416
Barcelona,Italian,98
Barcelona,Japanese,240
Barcelona,Japanese,53
Barcelona,Korean,1
Barcelona,Latin,38
Barcelona,Latin,1
Barcelona,Lebanese,39
Barcelona,Mediterranean,1470
