City,Cuisine Style,count
Milan,Australian,2
Milan,Australian,1
Milan,Austrian,3
Milan,Austrian,1
Milan,Bar,219
Milan,Bar,13
Milan,Barbecue,82
Milan,Barbecue,44
Milan,Brazilian,17
Milan,Brew Pub,29
Milan,Brew Pub,28
Milan,British,4
Milan,British,2
Milan,Cafe,140
Milan,Cafe,44
Milan,Caribbean,2
Milan,Central American,9
Milan,Central American,1
Milan,Central European,2
Milan,Central European,4
Milan,Chinese,32
Milan,Chinese,23
Milan,Colombian,1
Milan,Colombian,1
Milan,Contemporary,46
Milan,Contemporary,13
Milan,Cuban,3
Milan,Delicatessen,33
Milan,Delicatessen,9
Milan,Diner,4
Milan,Diner,2
Milan,Dutch,1
Milan,Eastern European,2
Milan,Eastern European,1
Milan,Ecuadorean,4
