City,Cuisine Style,count
Lyon,Bar,15
Lyon,Bar,2
Lyon,Barbecue,4
Lyon,Barbecue,1
Lyon,Belgian,5
Lyon,Brazilian,3
Lyon,Brew Pub,14
Lyon,Cafe,8
Lyon,Cafe,11
Lyon,Cajun & Creole,1
Lyon,Cajun & Creole,3
Lyon,Cambodian,1
Lyon,Canadian,1
Lyon,Caribbean,3
Lyon,Chinese,21
Lyon,Chinese,14
Lyon,Contemporary,5
Lyon,Contemporary,2
Lyon,Delicatessen,3
Lyon,Delicatessen,5
Lyon,Diner,3
Lyon,Diner,2
Lyon,Eastern European,5
Lyon,European,15
Lyon,European,14
Lyon,Fast Food,14
Lyon,Fast Food,15
Lyon,French,424
Lyon,French,435
Lyon,Fusion,1
Lyon,Gastropub,2
Lyon,Gastropub,4
Lyon,German,2
Lyon,Gluten Free Options,2
Lyon,Greek,1
