City,Cuisine Style,count
Lisbon,Turkish,6
Lisbon,Turkish,3
Lisbon,Ukrainian,1
Lisbon,Vegan Options,153
Lisbon,Vegan Options,183
Lisbon,Vegetarian Friendly,379
Lisbon,Vegetarian Friendly,331
Lisbon,Vietnamese,5
Lisbon,Vietnamese,1
Lisbon,Wine Bar,54
Lisbon,Wine Bar,31
Ljubljana,African,1
Ljubljana,American,9
Ljubljana,Asian,4
Ljubljana,Bar,28
Ljubljana,Bar,1
Ljubljana,Barbecue,10
Ljubljana,Barbecue,1
Ljubljana,Brazilian,1
Ljubljana,Cafe,12
Ljubljana,Cafe,7
Ljubljana,Chinese,11
Ljubljana,Chinese,3
Ljubljana,Contemporary,1
Ljubljana,Delicatessen,1
Ljubljana,Eastern European,2
Ljubljana,European,80
Ljubljana,European,8
Ljubljana,Fast Food,10
Ljubljana,Fast Food,9
Ljubljana,French,2
Ljubljana,Greek,1
Ljubljana,Indian,5
Ljubljana,Indian,1
Ljubljana,International,5
