City,Cuisine Style,count
Dublin,American,59
Dublin,American,10
Dublin,Argentinean,1
Dublin,Asian,70
Dublin,Asian,8
Dublin,Australian,1
Dublin,Bar,86
Dublin,Bar,1
Dublin,Barbecue,3
Dublin,Barbecue,2
Dublin,Brazilian,2
Dublin,Brew Pub,1
Dublin,British,3
Dublin,British,2
Dublin,Cafe,94
Dublin,Cafe,38
Dublin,Cajun & Creole,1
Dublin,Chinese,49
Dublin,Chinese,28
Dublin,Contemporary,2
Dublin,Contemporary,4
Dublin,Delicatessen,2
Dublin,Delicatessen,2
Dublin,Diner,1
Dublin,Eastern European,1
Dublin,European,53
Dublin,European,15
Dublin,Fast Food,30
Dublin,Fast Food,13
Dublin,French,28
Dublin,French,7
Dublin,Fusion,3
Dublin,Gastropub,3
Dublin,Greek,1
Dublin,Grill,2
