City,Cuisine Style,count
Bratislava,Turkish,1
Bratislava,Vegan Options,17
Bratislava,Vegan Options,28
Bratislava,Vegetarian Friendly,52
Bratislava,Vegetarian Friendly,49
Bratislava,Vietnamese,5
Bratislava,Vietnamese,3
Bratislava,Wine Bar,13
Bratislava,Wine Bar,7
Brussels,Afghani,1
Brussels,African,9
Brussels,African,12
Brussels,American,44
Brussels,American,9
Brussels,Asian,92
Brussels,Asian,15
Brussels,Bar,39
Brussels,Bar,1
Brussels,Barbecue,4
Brussels,Barbecue,1
Brussels,Belgian,340
Brussels,Belgian,5
Brussels,Brazilian,8
Brussels,Brew Pub,13
Brussels,British,1
Brussels,Cafe,22
Brussels,Cafe,9
Brussels,Cajun & Creole,1
Brussels,Cajun & Creole,1
Brussels,Caribbean,1
Brussels,Chinese,45
Brussels,Chinese,31
Brussels,Contemporary,1
Brussels,Contemporary,3
Brussels,Delicatessen,3
