City,Cuisine Style,count
Lyon,Grill,17
Lyon,Halal,1
Lyon,Halal,8
Lyon,Healthy,12
Lyon,Healthy,13
Lyon,Indian,3
Lyon,International,9
Lyon,International,8
Lyon,Irish,1
Lyon,Irish,1
Lyon,Italian,5
Lyon,Italian,4
Lyon,Japanese,1
Lyon,Japanese,3
Lyon,Korean,2
Lyon,Korean,4
Lyon,Latin,6
Lyon,Latin,1
Lyon,Lebanese,1
Lyon,Mediterranean,46
Lyon,Mediterranean,23
Lyon,Mexican,2
Lyon,Mexican,1
Lyon,Middle Eastern,17
Lyon,Middle Eastern,5
Lyon,Moroccan,2
Lyon,Nepali,1
Lyon,Pakistani,7
Lyon,Pakistani,8
Lyon,Persian,2
Lyon,Peruvian,1
Lyon,Pizza,29
Lyon,Pizza,46
Lyon,Portuguese,1
Lyon,Portuguese,2
