City,Cuisine Style,count
Zurich,Indonesian,2
Zurich,Indonesian,1
Zurich,International,59
Zurich,International,9
Zurich,Irish,2
Zurich,Israeli,2
Zurich,Israeli,1
Zurich,Italian,14
Zurich,Italian,6
Zurich,Jamaican,1
Zurich,Japanese,8
Zurich,Japanese,1
Zurich,Korean,3
Zurich,Korean,1
Zurich,Kosher,1
Zurich,Latin,12
Zurich,Lebanese,6
Zurich,Malaysian,4
Zurich,Malaysian,1
Zurich,Mediterranean,176
Zurich,Mediterranean,28
Zurich,Mexican,1
Zurich,Middle Eastern,25
Zurich,Middle Eastern,4
Zurich,Moroccan,3
Zurich,Native American,1
Zurich,Nepali,2
Zurich,Pakistani,1
Zurich,Pakistani,2
Zurich,Persian,1
Zurich,Persian,1
Zurich,Pizza,71
Zurich,Pizza,15
Zurich,Polynesian,1
Zurich,Portuguese,2
