City,Cuisine Style,count
Geneva,Soups,5
Geneva,South American,9
Geneva,South American,8
Geneva,Southwestern,1
Geneva,Spanish,17
Geneva,Spanish,10
Geneva,Steakhouse,14
Geneva,Steakhouse,5
Geneva,Street Food,3
Geneva,Street Food,2
Geneva,Sushi,31
Geneva,Sushi,7
Geneva,Swiss,77
Geneva,Swiss,5
Geneva,Taiwanese,1
Geneva,Thai,19
Geneva,Thai,10
Geneva,Tunisian,1
Geneva,Turkish,2
Geneva,Turkish,4
Geneva,Vegan Options,47
Geneva,Vegan Options,58
Geneva,Vegetarian Friendly,133
Geneva,Vegetarian Friendly,255
Geneva,Venezuelan,2
Geneva,Vietnamese,4
Geneva,Vietnamese,3
Geneva,Wine Bar,11
Geneva,Wine Bar,13
Hamburg,Afghani,2
Hamburg,African,2
Hamburg,African,1
Hamburg,American,48
Hamburg,American,16
Hamburg,Asian,34
