City,Cuisine Style,count
Zurich,Chinese,7
Zurich,Chinese,2
Zurich,Contemporary,22
Zurich,Contemporary,4
Zurich,Danish,1
Zurich,Delicatessen,18
Zurich,Delicatessen,2
Zurich,Diner,12
Zurich,Diner,8
Zurich,Egyptian,1
Zurich,Ethiopian,3
Zurich,European,401
Zurich,European,113
Zurich,Fast Food,28
Zurich,Fast Food,10
Zurich,French,13
Zurich,French,3
Zurich,Fusion,10
Zurich,Fusion,3
Zurich,Gastropub,2
Zurich,Gastropub,2
Zurich,German,1
Zurich,German,1
Zurich,Gluten Free Options,15
Zurich,Gluten Free Options,135
Zurich,Greek,4
Zurich,Greek,4
Zurich,Grill,28
Zurich,Grill,4
Zurich,Halal,8
Zurich,Halal,10
Zurich,Hawaiian,1
Zurich,Healthy,25
Zurich,Healthy,6
Zurich,Indian,10
