City,Cuisine Style,count
Dublin,Sushi,1
Dublin,Thai,4
Dublin,Thai,2
Dublin,Turkish,2
Dublin,Vegetarian Friendly,3
Dublin,Vietnamese,1
Dublin,Wine Bar,2
Dublin,Wine Bar,2
Dublin,Afghani,2
Dublin,Afghani,2
Dublin,Albanian,1
Dublin,American,11
Dublin,American,5
Dublin,Arabic,1
Dublin,Argentinean,1
Dublin,Asian,101
Dublin,Asian,40
Dublin,Australian,1
Dublin,Australian,3
Dublin,Balti,10
Dublin,Bar,257
Dublin,Bar,10
Dublin,Barbecue,6
Dublin,Barbecue,2
Dublin,Brazilian,3
Dublin,Brew Pub,5
Dublin,British,42
Dublin,British,7
Dublin,Cafe,101
Dublin,Cafe,12
Dublin,Canadian,1
Dublin,Central American,5
Dublin,Central European,7
Dublin,Central European,1
Dublin,Chinese,2
