City,Cuisine Style,count
Copenhagen,Wine Bar,3
Copenhagen,American,19
Copenhagen,American,2
Copenhagen,Arabic,1
Copenhagen,Arabic,4
Copenhagen,Argentinean,3
Copenhagen,Argentinean,1
Copenhagen,Armenian,1
Copenhagen,Asian,73
Copenhagen,Asian,43
Copenhagen,Australian,3
Copenhagen,Azerbaijani,1
Copenhagen,Bar,44
Copenhagen,Bar,6
Copenhagen,Barbecue,12
Copenhagen,Barbecue,4
Copenhagen,Belgian,1
Copenhagen,Brazilian,1
Copenhagen,Brew Pub,2
Copenhagen,Brew Pub,2
Copenhagen,British,2
Copenhagen,British,2
Copenhagen,Cafe,69
Copenhagen,Cafe,13
Copenhagen,Cajun & Creole,2
Copenhagen,Central American,5
Copenhagen,Central European,5
Copenhagen,Central European,3
Copenhagen,Chinese,2
Copenhagen,Chinese,1
Copenhagen,Colombian,1
Copenhagen,Contemporary,24
Copenhagen,Contemporary,6
Copenhagen,Croatian,2
Copenhagen,Danish,243
