City,Cuisine Style,count
Krakow,Brazilian,2
Krakow,Brew Pub,7
Krakow,Cafe,21
Krakow,Cafe,17
Krakow,Central European,1
Krakow,Chinese,10
Krakow,Chinese,3
Krakow,Contemporary,2
Krakow,Diner,2
Krakow,Eastern European,2
Krakow,Eastern European,1
Krakow,European,57
Krakow,European,11
Krakow,Fast Food,9
Krakow,Fast Food,6
Krakow,French,13
Krakow,French,1
Krakow,Fusion,1
Krakow,Georgian,2
Krakow,German,1
Krakow,Greek,1
Krakow,Healthy,5
Krakow,Indian,13
Krakow,Indian,1
Krakow,International,9
Krakow,International,5
Krakow,Israeli,2
Krakow,Italian,145
Krakow,Italian,18
Krakow,Japanese,28
Krakow,Japanese,2
Krakow,Lebanese,2
Krakow,Mediterranean,12
Krakow,Mediterranean,4
Krakow,Mexican,6
