City,Cuisine Style,count
Vienna,Halal,8
Vienna,Halal,20
Vienna,Healthy,20
Vienna,Healthy,9
Vienna,Hungarian,6
Vienna,Hungarian,4
Vienna,Indian,6
Vienna,Indian,2
Vienna,Indonesian,1
Vienna,International,120
Vienna,International,16
Vienna,Irish,3
Vienna,Israeli,15
Vienna,Israeli,2
Vienna,Italian,21
Vienna,Italian,5
Vienna,Japanese,22
Vienna,Japanese,8
Vienna,Korean,10
Vienna,Korean,8
Vienna,Kosher,3
Vienna,Kosher,4
Vienna,Latin,15
Vienna,Lebanese,5
Vienna,Malaysian,1
Vienna,Malaysian,1
Vienna,Mediterranean,176
Vienna,Mediterranean,42
Vienna,Mexican,3
Vienna,Middle Eastern,54
Vienna,Middle Eastern,15
Vienna,Mongolian,1
Vienna,Moroccan,2
Vienna,Native American,1
Vienna,Pakistani,4
Vienna,Persian,5
