City,Cuisine Style,count
Madrid,Korean,8
Madrid,Korean,3
Madrid,Kosher,1
Madrid,Latin,82
Madrid,Latin,12
Madrid,Lebanese,2
Madrid,Malaysian,1
Madrid,Mediterranean,656
Madrid,Mediterranean,200
Madrid,Mexican,11
Madrid,Mexican,2
Madrid,Middle Eastern,24
Madrid,Middle Eastern,6
Madrid,Minority Chinese,3
Madrid,Moroccan,1
Madrid,Moroccan,1
Madrid,Nepali,5
Madrid,Pakistani,6
Madrid,Pakistani,1
Madrid,Persian,2
Madrid,Persian,1
Madrid,Peruvian,15
Madrid,Peruvian,2
Madrid,Pizza,116
Madrid,Pizza,42
Madrid,Polynesian,1
Madrid,Portuguese,4
Madrid,Portuguese,14
Madrid,Pub,91
Madrid,Pub,118
Madrid,Romanian,3
Madrid,Russian,6
Madrid,Russian,2
Madrid,Salvadoran,1
Madrid,Scandinavian,1
