City,Cuisine Style,count
Helsinki,Seafood,2
Helsinki,Singaporean,1
Helsinki,Soups,14
Helsinki,Soups,1
Helsinki,South American,5
Helsinki,South American,2
Helsinki,Southwestern,4
Helsinki,Southwestern,1
Helsinki,Spanish,11
Helsinki,Spanish,6
Helsinki,Sri Lankan,1
Helsinki,Steakhouse,4
Helsinki,Steakhouse,2
Helsinki,Street Food,6
Helsinki,Street Food,3
Helsinki,Sushi,33
Helsinki,Sushi,14
Helsinki,Thai,15
Helsinki,Thai,12
Helsinki,Turkish,8
Helsinki,Turkish,6
Helsinki,Vegan Options,56
Helsinki,Vegan Options,88
Helsinki,Vegetarian Friendly,206
Helsinki,Vegetarian Friendly,112
Helsinki,Vietnamese,8
Helsinki,Vietnamese,7
Helsinki,Wine Bar,5
Helsinki,Wine Bar,4
Krakow,American,33
Krakow,American,6
Krakow,Asian,8
Krakow,Asian,5
Krakow,Bar,38
Krakow,Belgian,3
