City,Cuisine Style,count
Hamburg,Greek,6
Hamburg,Grill,20
Hamburg,Grill,8
Hamburg,Halal,4
Hamburg,Halal,11
Hamburg,Healthy,8
Hamburg,Healthy,4
Hamburg,Hungarian,1
Hamburg,Indian,1
Hamburg,Indonesian,2
Hamburg,International,46
Hamburg,International,25
Hamburg,Irish,1
Hamburg,Israeli,2
Hamburg,Italian,7
Hamburg,Italian,2
Hamburg,Jamaican,1
Hamburg,Japanese,13
Hamburg,Korean,5
Hamburg,Korean,1
Hamburg,Kosher,1
Hamburg,Kosher,1
Hamburg,Latin,10
Hamburg,Lebanese,2
Hamburg,Mediterranean,145
Hamburg,Mediterranean,37
Hamburg,Mexican,2
Hamburg,Middle Eastern,27
Hamburg,Middle Eastern,10
Hamburg,Minority Chinese,1
Hamburg,Mongolian,2
Hamburg,Mongolian,4
Hamburg,Moroccan,1
Hamburg,Nepali,1
Hamburg,Nepali,1
